attempt,success,complex idx,complex name,stoichiometry,graph hash,note,ligand names,ligand stoichiometries,ligand charges,ligand donors,batch idx,batch name,metal,oxi state,topology,similarity,total charge,optimization,isomers,random seed
249,True,59.0,BOCELOGU,C37H52N4O3Pd1S2Si1,9859206bab64fa26fdf2bbd55a203823,no optimization,"('unq_CSD-PAGNAP-03-a', 'unq_CSD-PAYLUZ-02-a', 'unq_CSD-PAFZUR-01-a')","('C12H17N3', 'C13H8N1S1', 'C12H27O3S1Si1')","(0.0, -1.0, -1.0)","('N-N-N', 'C-N', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
250,False,,,C33H38N1O4P1Pd1S2,,non-planar tridentate,"('unq_CSD-PAKZIM-03-a', 'unq_CSD-PARJAU-02-a', 'unq_CSD-PEDXIF-01-f')","('C13H18N1O4', 'C20H19P1S1', 'H1S1')","(-1.0, 0.0, -1.0)","('N-O-O', 'P-S', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
251,False,,,C51H65N2P3Pd1,,clashing ligands,"('unq_CSD-PALCOW-03-a', 'unq_CSD-PADMEM-02-a', 'unq_CSD-OZOJUJ-01-b')","('C26H40N1P2', 'C24H22N1P1', 'C1H3')","(-1.0, 0.0, -1.0)","('N-P-P', 'N-P', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
252,True,60.0,UGOXOWOR,C42H44N10O2Pd1S1,6afafc3e9c98dd0b6e43f47813486ae3,no optimization,"('unq_CSD-PATSIN-03-a', 'unq_CSD-PANDUF-02-a', 'unq_CSD-PASPOR-01-a')","('C20H16N5', 'C14H17N3', 'C8H11N2O2S1')","(-1.0, 0.0, -1.0)","('C-N-N', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
253,False,,,C20H24N2O1Pd1S1,,haptic ligand,"('unq_CSD-PASQOP-03-a', 'unq_CSD-PAPYEL-02-b', 'unq_CSD-PAYMEJ-01-b')","('C4H7', 'C10H9O1', 'C6H8N2S1')","(-1.0, -1.0, 0.0)","('C-C-C', 'C-O', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
254,False,,,C29H35N9Pd1S2,,clashing ligands,"('unq_CSD-PANLAU-03-a', 'unq_CSD-PECGUA-02-a', 'unq_CSD-PAYFUS-01-b')","('C11H9N5', 'C8H6S2', 'C10H20N4')","(0.0, -2.0, 0.0)","('N-N-N', 'S-S', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
255,False,,,C31H26Cl1N7O2Pd1,,clashing ligands,"('unq_CSD-PAGXOK-03-a', 'unq_CSD-PATSOT-02-a', 'unq_CSD-PACFUY-01-c')","('C12H12N3O1', 'C14H10N3O1', 'C5H4Cl1N1')","(-1.0, -1.0, 0.0)","('N-N-O', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
256,False,,,C38H41B1N7O2P1Pd1S3,,non-planar tridentate,"('unq_CSD-PAXFEA-03-a', 'unq_CSD-PAKVUV-02-a', 'unq_CSD-PARWAH-01-a')","('C12H16B1N6S3', 'C5H4N1O1', 'C21H21O1P1')","(-1.0, -1.0, 0.0)","('S-S-S', 'N-O', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
257,True,61.0,BANOKATI,C52H46N6O2Pd1,4ea026f1b3f25428968d606e52d074b1,no optimization,"('unq_CSD-PAHNUK-03-a', 'unq_CSD-PEBQUI-02-a', 'unq_CSD-PALTOM-01-a')","('C31H19N3O2', 'C8H16N2', 'C13H11N1')","(0.0, 0.0, -2.0)","('N-N-N', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
258,False,,,C26H27N4O3P1Pd1,,clashing ligands,"('unq_CSD-PAMFIS-03-a', 'unq_CSD-OZIZAA-02-a', 'unq_CSD-PEDXEB-01-f')","('C14H13N2O1', 'C12H12N2O2', 'H2P1')","(-1.0, 0.0, -1.0)","('N-N-O', 'N-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
259,False,,,C51H46N10O6Pd1,,clashing ligands,"('unq_CSD-PECNEQ-03-a', 'unq_CSD-PAQNOL-02-a', 'unq_CSD-PAYRIS-01-b')","('C12H15N1O4', 'C20H14N4', 'C19H17N5O2')","(-2.0, 0.0, 0.0)","('N-O-O', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
260,True,62.0,BEFAWAGU,C35H34F2N6O1Pd1,a3efecd7b47391a23dd2797caa29b45a,no optimization,"('unq_CSD-PAKXAC-03-a', 'unq_CSD-OZIYON-02-b', 'unq_CSD-OZUBAN-01-b')","('C17H21N5', 'C11H6F2N1', 'C7H7O1')","(0.0, -1.0, -1.0)","('N-N-N', 'C-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
261,False,,,C41H41N3O1Pd1,,clashing ligands,"('unq_CSD-PAXVEQ-03-a', 'unq_CSD-PAYTIV-02-b', 'unq_CSD-OZONIB-01-a')","('C21H15N3', 'C20H24', 'H2O1')","(0.0, -2.0, 0.0)","('N-N-N', 'C-C', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
262,False,,,C21H29N4P1Pd1Si1,,haptic ligand,"('unq_CSD-PAFWID-03-a', 'unq_CSD-PALKIY-02-a', 'unq_CSD-PEDXEB-01-f')","('C6H13Si1', 'C15H14N4', 'H2P1')","(-1.0, 0.0, -1.0)","('C-C-C', 'C-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
263,False,,,C47H57B1N10O1Pd1Si1,,non-planar tridentate,"('unq_CSD-PAMJEV-03-a', 'unq_CSD-PASTAH-02-a', 'unq_CSD-PASROQ-01-c')","('C21H34B1N6', 'C8H8N4O1', 'C18H15Si1')","(-1.0, 0.0, -1.0)","('N-N-N', 'N-O', 'Si')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
264,False,,,C46H30B1F15N4O1Pd1S1,,clashing ligands,"('unq_CSD-PAPTIK-03-a', 'unq_CSD-PAJNUL-02-a', 'unq_CSD-PECREV-01-a')","('C9H12N2S1', 'C19H18N2', 'C18B1F15O1')","(0.0, 0.0, -2.0)","('N-N-S', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
265,False,,,C49H53F4N9O1P2Pd1S1,,clashing ligands,"('unq_CSD-PADVUO-03-a', 'unq_CSD-PATXUE-02-a', 'unq_CSD-PAGGEN-01-c')","('C29H36N8', 'C14H16N1O1P2S1', 'C6H1F4')","(0.0, -1.0, -1.0)","('C-C-N', 'O-S', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
266,False,,,C56H50As1Cl2N5Pd1,,clashing ligands,"('unq_CSD-PADWOJ-03-a', 'unq_CSD-PAYKOR-02-a', 'unq_CSD-PABNIS-01-a')","('C26H27N2', 'C12H8Cl2N3', 'C18H15As1')","(-1.0, -1.0, 0.0)","('C-N-N', 'N-N', 'As')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
267,True,63.0,YOSUVADA,C34H32N6O2Pd1,3a02de4f09965771d4d878b862d79689,no optimization,"('unq_CSD-PADDAD-03-a', 'unq_CSD-OZIZAA-02-a', 'unq_CSD-OZOVUV-01-a')","('C16H14N3', 'C12H12N2O2', 'C6H6N1')","(-1.0, 0.0, -1.0)","('C-N-N', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
268,False,,,C32H27Cl1N2Pd1Si1,,haptic ligand,"('unq_CSD-PAWHUR-03-a', 'unq_CSD-PAPGIX-02-a', 'unq_CSD-PASROQ-01-c')","('C3H3', 'C11H9Cl1N2', 'C18H15Si1')","(-1.0, 0.0, -1.0)","('C-C-C', 'N-N', 'Si')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
269,True,64.0,VONALOZI,C39H48N6Pd1S1,bd3b19dcf2e77ca07d7b1e854204460e,no optimization,"('unq_CSD-PAWTIR-03-a', 'unq_CSD-OZOVOP-02-a', 'unq_CSD-OZOYEI-01-c')","('C17H15N3S1', 'C18H24N2', 'C4H9N1')","(0.0, 0.0, -2.0)","('C-N-N', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
270,False,,,C63H57Cl2N8O2P1Pd1,,clashing ligands,"('unq_CSD-PATWUD-03-a', 'unq_CSD-PADKUE-02-a', 'unq_CSD-PAXWOD-01-b')","('C14H12N3O1', 'C17H10Cl2N1O1', 'C32H35N4P1')","(-1.0, -1.0, 0.0)","('N-N-O', 'N-O', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
271,False,,,C32H30Cl1N5Pd1S1,,haptic ligand,"('unq_CSD-PEDKAL-03-a', 'unq_CSD-PABJIP-02-a', 'unq_CSD-PARBIU-01-a')","('C8H6Cl1N3S1', 'C2H4', 'C22H20N2')","(-2.0, 0.0, 0.0)","('C-N-S', 'C-C', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
272,False,,,C46H53Cl1N5O2P1Pd1S1,,clashing ligands,"('unq_CSD-PEDJUE-03-a', 'unq_CSD-PADSIW-02-a', 'unq_CSD-PAXWUJ-01-b')","('C8H6Cl1N3O2S1', 'C6H8N2', 'C32H39P1')","(-2.0, 0.0, 0.0)","('C-N-S', 'N-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
273,False,,,C24H41N6P3Pd1,,non-planar tridentate,"('unq_CSD-PCDOMO10-03-a', 'unq_CSD-PAKFOX-02-a', 'unq_CSD-PAGMIT-01-d')","('C9H21P3', 'C10H10N6', 'C5H10')","(0.0, 0.0, -2.0)","('P-P-P', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
274,False,,,C25H20N6O4Pd1,,clashing ligands,"('unq_CSD-OZOPUQ-03-a', 'unq_CSD-PCYCCU-02-a', 'unq_CSD-OZUBAN-01-a')","('C17H12N3O2', 'C7H4N3O1', 'C1H4O1')","(-1.0, -1.0, 0.0)","('N-N-O', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
275,False,,,C44H48As1N2O4P1Pd1,,clashing ligands,"('unq_CSD-PECNEQ-03-a', 'unq_CSD-PADMEM-02-a', 'unq_CSD-PABNOV-01-c')","('C12H15N1O4', 'C24H22N1P1', 'C8H11As1')","(-2.0, 0.0, 0.0)","('N-O-O', 'N-P', 'As')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
276,False,,,C46H49N4O5P1Pd1S1,,clashing ligands,"('unq_CSD-PAGLER-03-a', 'unq_CSD-PAMJEV-02-a', 'unq_CSD-PAYMEJ-01-b')","('C26H21N1O2P1', 'C14H20N1O3', 'C6H8N2S1')","(-1.0, -1.0, 0.0)","('C-N-P', 'O-O', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
277,True,65.0,CELEGIVU,C43H43As1N3O2P1Pd1,db8406e90e227fe1909f1a6690c7e1a0,no optimization,"('unq_CSD-PACPEP-03-a', 'unq_CSD-PACGUV-02-a', 'unq_CSD-PALZUY-01-a')","('C14H10N2O2', 'C26H24As1P1', 'C3H9N1')","(-2.0, 0.0, 0.0)","('N-O-O', 'As-P', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
278,False,,,C37H54N8O4Pd1S1,,non-planar tridentate,"('unq_CSD-PAKHEP-03-a', 'unq_CSD-PAHQOF-02-a', 'unq_CSD-PARPEG-01-b')","('C28H40O2S1', 'C6H10N4', 'C3H4N4O2')","(-2.0, 0.0, 0.0)","('O-O-S', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
279,True,66.0,DEZOVAGI,C26H31F3N2O3Pd1S1Si1,8a6d50553daded293ec8b66fa8708079,no optimization,"('unq_CSD-PAPTIK-03-a', 'unq_CSD-PECLOB-02-a', 'unq_CSD-PASTEI-01-b')","('C9H12N2S1', 'C12H10F3O3', 'C5H9Si1')","(0.0, -1.0, -1.0)","('N-N-S', 'O-O', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
280,False,,,C32H30B1N9O2Pd1,,non-planar tridentate,"('unq_CSD-PAKXEF-03-a', 'unq_CSD-PATKAX-02-a', 'unq_CSD-OZOVOP-01-a')","('C9H10B1N6', 'C17H13N2O2', 'C6H7N1')","(-1.0, -1.0, 0.0)","('N-N-N', 'O-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
281,False,,,C58H56As1N2O4P1Pd1,,clashing ligands,"('unq_CSD-PECPAO-03-a', 'unq_CSD-PATQEG-02-a', 'unq_CSD-PABNIS-01-a')","('C15H15N1O3', 'C25H26N1O1P1', 'C18H15As1')","(-2.0, 0.0, 0.0)","('N-O-O', 'N-P', 'As')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
282,False,,,C39H34N9O2P1Pd1,,non-planar tridentate,"('unq_CSD-PABLOW-03-a', 'unq_CSD-PANPEZ-02-a', 'unq_CSD-PADMAI-01-c')","('C11H6N4O1', 'C4H6N4O1', 'C24H22N1P1')","(-2.0, 0.0, 0.0)","('N-N-O', 'N-O', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
283,False,,,C54H57N2P3Pd1S1Si1,,clashing ligands,"('unq_CSD-PAQGOF-03-a', 'unq_CSD-PAJMUK-02-a', 'unq_CSD-PASTEI-01-b')","('C34H33P3', 'C15H15N2S1', 'C5H9Si1')","(0.0, -1.0, -1.0)","('P-P-P', 'N-S', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
284,False,,,C32H43N7O4Pd1S2,,clashing ligands,"('unq_CSD-PEBHUA-03-a', 'unq_CSD-PAQQUV-02-a', 'unq_CSD-OZIZII-01-a')","('C20H25N4', 'C6H14N2', 'C6H4N1O4S2')","(-1.0, 0.0, -1.0)","('C-C-C', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
285,True,67.0,VANIHUQO,C27H20Br1F4N5O2Pd1,bee7000decb6179603b492788ced0985,no optimization,"('unq_CSD-PCSCUP20-03-b', 'unq_CSD-PANGIW-02-a', 'unq_CSD-PACXAV-01-a')","('C13H10N3O2', 'C14H7Br1F4N1', 'H3N1')","(-1.0, -1.0, 0.0)","('N-N-O', 'C-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
286,False,,,C30H26N12O3Pd1,,clashing ligands,"('unq_CSD-PAGCEF-03-a', 'unq_CSD-PAHWEB-02-a', 'unq_CSD-PAXQUA-01-b')","('C13H9N3O2', 'C10H8N4', 'C7H9N5O1')","(-2.0, 0.0, 0.0)","('N-O-O', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
287,False,,,C95H101N1O16P4Pd1,,non-planar tridentate,"('unq_CSD-PAKGEO-03-a', 'unq_CSD-PECQET-02-a', 'unq_CSD-PADMAI-01-c')","('C41H39P3', 'C30H40O16', 'C24H22N1P1')","(0.0, -2.0, 0.0)","('P-P-P', 'C-C', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
288,True,68.0,ILUHISAG,C23H23N5O4Pd1,75a607cff66c7a99648f9409b364e391,no optimization,"('unq_CSD-PADJAH-03-a', 'unq_CSD-PAWYIW-02-a', 'unq_CSD-PASVUB-01-a')","('C13H10N3O2', 'C3H7O2', 'C7H6N2')","(-1.0, -1.0, 0.0)","('N-O-O', 'O-O', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
289,False,,,C69H84N6O2Pd1S1,,non-planar tridentate,"('unq_CSD-PAKHEP-03-a', 'unq_CSD-PAKLET-02-a', 'unq_CSD-PANFER-01-c')","('C28H40O2S1', 'C26H22N4', 'C15H22N2')","(-2.0, 0.0, 0.0)","('O-O-S', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
290,True,69.0,ECOVASIT,C28H37N3O3P2Pd1S2,aef9aed7807f422f3d2fa090c8d743a3,no optimization,"('unq_CSD-PAMFOY-03-a', 'unq_CSD-PATXUE-02-a', 'unq_CSD-PAFHIO-01-a')","('C12H15N2O1', 'C14H16N1O1P2S1', 'C2H6O1S1')","(-1.0, -1.0, 0.0)","('N-N-O', 'O-S', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
291,False,,,C47H49N9P2Pd1S2Si1,,clashing ligands,"('unq_CSD-PECJIR-03-a', 'unq_CSD-PAKFOX-02-a', 'unq_CSD-PASTIM-01-b')","('C30H30N3P2S2', 'C10H10N6', 'C7H9Si1')","(-1.0, 0.0, -1.0)","('N-S-S', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
292,False,,,C8H14B1N1O4Pd1,,clashing ligands,"('unq_CSD-PABXUM-03-a', 'unq_CSD-PACVOI-02-a', 'unq_CSD-OZUBOB-01-b')","('H4B1', 'C2H6O2', 'C6H4N1O2')","(-1.0, 0.0, -1.0)","('H-H-H', 'O-O', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
293,False,,,C25H24F6N4O5Pd1,,clashing ligands,"('unq_CSD-PAPYOX-03-a', 'unq_CSD-PADZOL-02-a', 'unq_CSD-PAGMIT-01-a')","('C8H9N3O1', 'C13H12N1O3', 'C4H3F6O1')","(0.0, -1.0, -1.0)","('N-N-O', 'N-O', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
294,True,70.0,EVAWEPIW,C42H43Cl1N4O2Pd1,4a9fe03df01f193777fdda6a27eaea72,no optimization,"('unq_CSD-PAYMOT-03-a', 'unq_CSD-PALHAN-02-a', 'unq_CSD-PAXQUA-01-a')","('C15H10Cl1N3', 'C26H28O2', 'C1H5N1')","(0.0, -2.0, 0.0)","('N-N-N', 'O-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
295,True,71.0,JATUYADA,C43H30F3N4O1P1Pd1S1,72d14319da60bf057ac90937648a4e4d,no optimization,"('unq_CSD-PADGOS-03-a', 'unq_CSD-PBIMCU-02-a', 'unq_CSD-PABDOO-01-a')","('C13H9N1O1S1', 'C12H9N3', 'C18H12F3P1')","(-2.0, 0.0, 0.0)","('N-O-S', 'N-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
296,True,72.0,UBOWALOY,C27H26N4O7Pd1,6adaabca35c5a4a0c02b60f4acac087b,no optimization,"('unq_CSD-PECNEQ-03-a', 'unq_CSD-OZOLEW-02-b', 'unq_CSD-PEDXEC-01-a')","('C12H15N1O4', 'N1O3', 'C15H11N2')","(-2.0, -1.0, 1.0)","('N-O-O', 'O-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
297,False,,,C27H51N3Pd1,,haptic ligand,"('unq_CSD-PADSES-03-a', 'unq_CSD-PAXPUA-02-a', 'unq_CSD-PAFWUP-01-a')","('C7H14N1', 'C15H26N2', 'C5H11')","(-1.0, 0.0, -1.0)","('C-C-C', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
298,True,73.0,BIXODIZU,C37H29N8O2P1Pd1S1,6e9361bf636e9fb5a00ec6bc2c6e3cb9,no optimization,"('unq_CSD-PATJAW-03-a', 'unq_CSD-PADKEO-02-a', 'unq_CSD-PAYKUW-01-a')","('C24H16N6', 'N2O1S1', 'C13H13O1P1')","(0.0, -2.0, 0.0)","('N-N-N', 'O-S', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
299,False,,,C39H36Cl3N7Pd1S1Si1,,clashing ligands,"('unq_CSD-PAKXAC-03-a', 'unq_CSD-PAHWIE-02-a', 'unq_CSD-PASVAG-01-a')","('C17H21N5', 'C4H3N2S1', 'C18H12Cl3Si1')","(0.0, -1.0, -1.0)","('N-N-N', 'N-S', 'Si')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
300,False,,,C63H81N4O1P1Pd1,,clashing ligands,"('unq_CSD-PAMFOY-03-a', 'unq_CSD-PAGLUG-02-a', 'unq_CSD-OZUSEI-01-a')","('C12H15N2O1', 'C24H33N2', 'C27H33P1')","(-1.0, -1.0, 0.0)","('N-N-O', 'N-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
301,False,,,C49H52N5O3P1Pd1S1,,clashing ligands,"('unq_CSD-PAGLER-03-a', 'unq_CSD-PASTAH-02-a', 'unq_CSD-PAXCAS-01-a')","('C26H21N1O2P1', 'C8H8N4O1', 'C15H23S1')","(-1.0, 0.0, -1.0)","('C-N-P', 'N-O', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
302,False,,,C35H33Br1N8O3Pd1,,non-planar tridentate,"('unq_CSD-PABLOW-03-a', 'unq_CSD-PATKAX-02-a', 'unq_CSD-PAJQID-01-d')","('C11H6N4O1', 'C17H13N2O2', 'C7H14Br1N2')","(-2.0, -1.0, 1.0)","('N-N-O', 'O-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
303,False,,,C61H74N8O1Pd1Si1,,clashing ligands,"('unq_CSD-PAKVAB-03-a', 'unq_CSD-PEBZON-02-a', 'unq_CSD-PADDUU-01-a')","('C48H51N4Si1', 'C11H17N3O1', 'C2H6N1')","(-1.0, 0.0, -1.0)","('C-C-Si', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
304,False,,,C41H58B1Ga1N8O1Pd1S2,,non-planar tridentate,"('unq_CSD-PAKXEF-03-a', 'unq_CSD-PEBNAO-02-a', 'unq_CSD-PECBAB-01-a')","('C9H10B1N6', 'C29H43Ga1N2', 'C3H5O1S2')","(-1.0, 0.0, -1.0)","('N-N-N', 'H-H', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
305,False,,,C44H56N4O1Pd1S1,,clashing ligands,"('unq_CSD-PAMFOY-03-a', 'unq_CSD-PANJOF-02-a', 'unq_CSD-PAXCAS-01-a')","('C12H15N2O1', 'C17H18N2', 'C15H23S1')","(-1.0, 0.0, -1.0)","('N-N-O', 'N-N', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
306,False,,,C52H44N4O1P2Pd1S1,,clashing ligands,"('unq_CSD-PAMYIO-03-a', 'unq_CSD-PAGWIF-02-a', 'unq_CSD-PAHLOA-01-f')","('C24H18N1P1S1', 'C22H22N1O1P1', 'C6H4N2')","(-2.0, 0.0, 0.0)","('C-N-S', 'N-P', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
307,True,74.0,IFELIXOG,C39H36N4O3Pd1S2,227868bea3500c3f565229451815cbc0,no optimization,"('unq_CSD-PANNUN-03-a', 'unq_CSD-PAZWUJ-02-b', 'unq_CSD-PAQXUD-01-d')","('C23H23N2O3', 'C7H4N1S2', 'C9H9N1')","(-1.0, -1.0, 0.0)","('N-N-O', 'N-S', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
308,False,,,C24H30N6Pd1S1,,clashing ligands,"('unq_CSD-PEDJEN01-03-a', 'unq_CSD-PAQFUI-02-b', 'unq_CSD-PABSEQ-01-b')","('C4H13N3', 'C8H8S1', 'C12H9N3')","(0.0, -2.0, 0.0)","('N-N-N', 'C-S', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
309,False,,,C50H69B1N8O2Pd1,,non-planar tridentate,"('unq_CSD-PAKXEF-03-a', 'unq_CSD-PAHLOZ-02-a', 'unq_CSD-PABJEJ-01-b')","('C9H10B1N6', 'C28H39N1O2', 'C13H20N1')","(-1.0, 0.0, -1.0)","('N-N-N', 'N-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
310,False,,,C41H45N2O7P1Pd1,,clashing ligands,"('unq_CSD-PAKBUZ-03-a', 'unq_CSD-PAGWIF-02-a', 'unq_CSD-PASTOV-01-c')","('C16H15N1O4', 'C22H22N1O1P1', 'C3H8O2')","(-2.0, 0.0, 0.0)","('C-N-O', 'N-P', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
