attempt,success,complex idx,complex name,stoichiometry,note,ligand names,ligand stoichiometries,ligand charges,batch idx,batch name,metal,oxi state,spin,topology,similarity,total charge,optimization,isomers,random seed
273,False,,,C82H92N10O5Pd1,clashing ligands,"('unq_CSD-UQAKUV-03-a', 'unq_CSD-MILGIX-02-a', 'unq_CSD-FOPTAG-01-a')","('C25H28N3O3', 'C56H64N2', 'C1N5O2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
274,False,,,C42H46N9O1P1Pd1S1,clashing ligands,"('unq_CSD-TUBVAP-03-a', 'unq_CSD-EROGEZ-02-a', 'unq_CSD-JEFHIM-01-a')","('C18H16N5S1', 'C12H7N2O1', 'C12H23N2P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
275,False,,,C57H62N2O7P2Pd1,clashing ligands,"('unq_CSD-CAZNEZ-03-a', 'unq_CSD-JUSRIA-02-a', 'unq_CSD-NEDFUY-01-a')","('C19H27N2O1P1', 'C23H24O6P1', 'C15H11')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
276,False,,,C50H34Cl2N8O7Pd1,clashing ligands,"('unq_CSD-YIZJAV-03-a', 'unq_CSD-TURZAI-02-a', 'unq_CSD-KAPJIW-01-e')","('C26H17Cl2N2O4', 'C11H7O3', 'C13H10N6')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
277,False,,,C41H46N6O1Pd1S1Si2,clashing ligands,"('unq_CSD-TUDZOJ-03-a', 'unq_CSD-WEYQAS-02-a', 'unq_CSD-PIQFEA02-01-a')","('C24H21N2S1', 'C6H19N2Si2', 'C11H6N2O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
278,False,,,C40H47N8O3P1Pd1S1,non-planar tridentate,"('unq_CSD-CIVZUE-03-a', 'unq_CSD-POLLIL-02-a', 'unq_CSD-ONUSEW-01-a')","('C13H15N3O2S1', 'C21H19N1O1P1', 'C6H13N4')","(-2.0, -1.0, 1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
279,True,43.0,OFORUWEP,C21H25N5O4Pd1S3,optimized,"('unq_CSD-ETEHOA-03-a', 'unq_CSD-RILHEZ-02-a', 'unq_CSD-TABVEY-01-a')","('C14H16N3O4', 'C6H6N2S2', 'C1H3S1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
280,False,,,C61H40F7N2O2P1Pd1,clashing ligands,"('unq_CSD-FEDQAJ-03-a', 'unq_CSD-TOGJOQ-02-a', 'unq_CSD-DILDUY-01-a')","('C34H21F7O1P1', 'C16H12N1', 'C11H7N1O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
281,False,,,C39H30B1Cl2N3O2Pd1S1,non-planar tridentate,"('unq_CSD-HOQREN-03-a', 'unq_CSD-RAFJIS-02-a', 'unq_CSD-MUZWAG-01-a')","('C5H7B1N1S1', 'C16H14Cl2N2O2', 'C18H9')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
282,True,44.0,HIXOPAVU,C40H30Cl1N9Pd1S3,optimized,"('unq_CSD-YIDZUH-03-a', 'unq_CSD-AXAJUE-02-a', 'unq_CSD-LIZNUF-01-b')","('C13H10Cl1N2S1', 'C19H15N5', 'C8H5N2S2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
283,False,,,C24H26N6O8Pd1S1,clashing ligands,"('unq_CSD-EVEHEU-03-a', 'unq_CSD-AGETOW-02-a', 'unq_CSD-QIWYOM-01-b')","('C15H8N2O5S1', 'C4H11N1O3', 'C5H7N3')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
284,False,,,C57H66N6O2Pd1,clashing ligands,"('unq_CSD-GALTIZ-03-a', 'unq_CSD-LIHYOR-02-a', 'unq_CSD-DUFFOB-01-a')","('C41H49N3', 'C5H9O2', 'C11H8N3')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
285,False,,,C40H44N10O4Pd1,clashing ligands,"('unq_CSD-LOWBUW-03-a', 'unq_CSD-TIBDIT-02-a', 'unq_CSD-GAMKIQ-01-e')","('C10H6N5O2', 'C19H22N1O1', 'C11H16N4O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
286,False,,,C27H34N6O1Pd1S2,clashing ligands,"('unq_CSD-GOZPOC-03-a', 'unq_CSD-AHIMOV-02-a', 'unq_CSD-BENJUA-01-d')","('C10H11N3O1S1', 'C11H11N3S1', 'C6H12')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
287,True,45.0,UXOMEVEW,C30H23F3N8O4Pd1S1,optimized,"('unq_CSD-JUXBOW-03-a', 'unq_CSD-LOWBEE-02-a', 'unq_CSD-BUTDUQ-01-c')","('C20H15N4', 'C1F3O3S1', 'C9H8N4O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
288,True,46.0,KADIJIMI,C33H35N7O7Pd1S3,optimized,"('unq_CSD-XIPQUL-03-a', 'unq_CSD-RAYRIV-02-a', 'unq_CSD-MAKWII-01-c')","('C12H15N4S1', 'C10H8N1O4S1', 'C11H12N2O3S1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
289,False,,,C43H47F3N6O2Pd1,clashing ligands,"('unq_CSD-REJPUV-03-a', 'unq_CSD-YIVZUZ-02-a', 'unq_CSD-PEGLEU-01-b')","('C16H20N4O2', 'C21H25N2', 'C6H2F3')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
290,False,,,C53H48N4O2Pd1,clashing ligands,"('unq_CSD-BEVMOF-03-a', 'unq_CSD-NAKKEQ-02-a', 'unq_CSD-PITVUL-01-a')","('C13H11N2O1', 'C15H12N1O1', 'C25H25N1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
291,True,47.0,AXICAGIP,C46H46N7O2P1Pd1S2,optimized,"('unq_CSD-MENBIQ-03-a', 'unq_CSD-WEFZAJ-02-a', 'unq_CSD-REKDOA-01-d')","('C21H20N2O1P1', 'C20H23N3O1', 'C5H3N2S2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
292,False,,,C41H44Br1N9O2Pd1S2,non-planar tridentate,"('unq_CSD-FAHMOU-03-a', 'unq_CSD-YIJXUL-02-a', 'unq_CSD-QUGNIQ-01-c')","('C18H19N3O1S1', 'C10H13Br1N2O1', 'C13H12N4S1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
293,True,48.0,AYACONUJ,C32H31F1N10Pd1,optimized,"('unq_CSD-LUGWEQ-03-a', 'unq_CSD-QUVREF-02-a', 'unq_CSD-LUGVAL-01-a')","('C10H13N5', 'C15H12F1N3', 'C7H6N2')","(0.0, 0.0, -2.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
294,False,,,C39H46N6O7Pd1S1,non-planar tridentate,"('unq_CSD-MIRXEQ-03-a', 'unq_CSD-FEMJEN-02-a', 'unq_CSD-SUTPON-01-a')","('C14H23N3O1', 'C12H14N1O4S1', 'C13H9N2O2')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
295,False,,,C43H42F6N6O6Pd1,clashing ligands,"('unq_CSD-TUDYEW-03-a', 'unq_CSD-JEKLOB-02-a', 'unq_CSD-POLKIN-01-a')","('C16H13N5O3', 'C19H20F6N1O2', 'C8H9O1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
296,False,,,C50H65N9O14Pd1,clashing ligands,"('unq_CSD-GAPTIB-03-a', 'unq_CSD-SAMBOA-02-a', 'unq_CSD-ABAKEW-01-a')","('C13H13N5O2', 'C30H42N2O10', 'C7H10N2O2')","(0.0, -2.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
297,False,,,C47H50F1N7O2Pd1Si1,non-planar tridentate,"('unq_CSD-MECPEQ-03-a', 'unq_CSD-TELNUW-02-a', 'unq_CSD-BUSVOB-01-b')","('C12H17N4O1', 'C18H11F1N1O1', 'C17H22N2Si1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
298,True,49.0,UBAWERAP,C31H31Br1N7O7P1Pd1S1,optimized,"('unq_CSD-MOHSIN-03-a', 'unq_CSD-EGUYOW-02-a', 'unq_CSD-CEJQUE-01-c')","('C10H10Br1N3O1S1', 'C16H17N2O3P1', 'C5H4N2O3')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
299,False,,,C41H41N7O3Pd1S2,clashing ligands,"('unq_CSD-PEDNAO-03-a', 'unq_CSD-VETTUJ-02-a', 'unq_CSD-IJAGOS-01-a')","('C19H14N3S2', 'C8H7N2O3', 'C14H20N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
300,False,,,C44H40N5O3P1Pd1S1,clashing ligands,"('unq_CSD-PADGOS-03-a', 'unq_CSD-VIBDOA-02-a', 'unq_CSD-GAMJIP-01-a')","('C13H9N1O1S1', 'C21H18N1O1P1', 'C10H13N3O1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
301,False,,,C49H50F4N7P1Pd1S3,non-planar tridentate,"('unq_CSD-ELITID-03-a', 'unq_CSD-LUVHIV-02-a', 'unq_CSD-LIJCAK-01-b')","('C17H13N3S2', 'C12H22N4', 'C20H15F4P1S1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
302,False,,,C51H72Br2N9O4P1Pd1,clashing ligands,"('unq_CSD-WABMOF-03-a', 'unq_CSD-KASWIK-02-a', 'unq_CSD-RIHZUG-01-a')","('C32H49N4O4', 'C8H16N4P1', 'C11H7Br2N1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
303,False,,,C80H97N3O2P2Pd1S1,non-planar tridentate,"('unq_CSD-XUFHAI-03-a', 'unq_CSD-RINSUE-02-a', 'unq_CSD-LIQHEB-01-a')","('C21H18N1O1S1', 'C23H30N2P2', 'C36H49O1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
304,True,50.0,SADOMUCA,C52H46N8O4Pd1Si1,optimized,"('unq_CSD-DIHCII-03-b', 'unq_CSD-VASSOZ-02-a', 'unq_CSD-POJMEJ-01-b')","('C31H27N5O3', 'C9H8N3O1', 'C12H11Si1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
305,False,,,C40H45F1N8O4Pd1S1,non-planar tridentate,"('unq_CSD-FAXROO-03-a', 'unq_CSD-XUGSIE-02-a', 'unq_CSD-MUWDUF-01-a')","('C16H16N3O2S1', 'C16H14F1N2O2', 'C8H15N3')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
306,False,,,C39H43N9O1Pd1S3,non-planar tridentate,"('unq_CSD-FAQMAO-03-a', 'unq_CSD-CIBDAT-02-a', 'unq_CSD-HAPZPT10-01-c')","('C24H20N5O1S1', 'C6H11N2S2', 'C9H12N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
307,False,,,C32H36Br1N5O1Pd1S2,clashing ligands,"('unq_CSD-KIMPAX-03-a', 'unq_CSD-GOQYAM-02-a', 'unq_CSD-HAMVOK-01-a')","('C18H13Br1N4O1', 'C9H16N1S2', 'C5H7')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
308,False,,,C52H48Br1Cl1N2O2P2Pd1,clashing ligands,"('unq_CSD-WINMIR-03-a', 'unq_CSD-TAFQUO-02-a', 'unq_CSD-SUJCOP-01-d')","('C11H14Br1N2O1', 'C34H29Cl1O1P2', 'C7H5')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
309,True,51.0,ECOHUTEH,C29H34Br1N9O3Pd1,optimized,"('unq_CSD-VIHPAF-03-a', 'unq_CSD-PAFHIO-02-a', 'unq_CSD-WEPBEY-01-e')","('C14H9Br1N2O3', 'C6H7N5', 'C9H18N2')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
310,True,52.0,IYUTIQOG,C30H33N7O10Pd1,optimized,"('unq_CSD-RAJPEZ-03-a', 'unq_CSD-MUYPOL-02-a', 'unq_CSD-BUHDEP-01-c')","('C11H8N4O7', 'C9H11N1O2', 'C10H14N2O1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
311,True,53.0,JOVISIDE,C42H54N2O3Pd1S4,optimized,"('unq_CSD-SAHPAT-03-a', 'unq_CSD-SOQFOU-02-a', 'unq_CSD-ZAHCUG-01-a')","('C9H11N2O1S1', 'C19H22O2S2', 'C14H21S1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
312,False,,,C44H41Cl1N8O4Pd1,clashing ligands,"('unq_CSD-YICCUJ-03-a', 'unq_CSD-MICZUU-02-a', 'unq_CSD-MIHSEE-01-c')","('C23H14Cl1N3O3', 'C4H11N1O1', 'C17H16N4')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
313,True,54.0,AYAYIFEN,C33H46N5O5P1Pd1,optimized,"('unq_CSD-MUFRIR-03-a', 'unq_CSD-RULJEP-02-a', 'unq_CSD-BAXMEU-01-c')","('C17H25N4', 'C10H10N1O2', 'C6H11O3P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
314,False,,,C47H74N3O2P3Pd1,clashing ligands,"('unq_CSD-CASLOX-03-a', 'unq_CSD-PACLIQ-02-a', 'unq_CSD-NEWXOE-01-d')","('C22H31N3O2', 'C16H36P3', 'C9H7')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
315,False,,,C80H39B1Cl1F34N10O4P1Pd1,non-planar tridentate,"('unq_CSD-XIDGIC-03-a', 'unq_CSD-ZAZQAW-02-a', 'unq_CSD-POSCOQ-01-b')","('C30H1B1F33N6', 'C22H13Cl1F1N2O1', 'C28H25N2O3P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
316,False,,,C56H77Br1N10O4Pd1S2,clashing ligands,"('unq_CSD-KIFVOL-03-a', 'unq_CSD-OMUWUP-02-a', 'unq_CSD-PAFVIB-01-a')","('C29H47N7', 'C16H16Br1N2O3S1', 'C11H14N1O1S1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
317,False,,,C69H55F3N3O2P1Pd1S1,clashing ligands,"('unq_CSD-PEVGED-03-a', 'unq_CSD-CEBDIZ-02-a', 'unq_CSD-MUXXUZ-01-a')","('C37H29P1', 'C15H15N2O1', 'C17H11F3N1O1S1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
318,False,,,C55H54N8O8Pd1S1,clashing ligands,"('unq_CSD-OGOFUM-03-a', 'unq_CSD-MIKREE-02-a', 'unq_CSD-ACARUT-01-e')","('C26H26N3O2', 'C20H17N2O4S1', 'C9H11N3O2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
319,False,,,C54H53N5O3P2Pd1Si1,non-planar tridentate,"('unq_CSD-MECPEQ-03-a', 'unq_CSD-JOFRII-02-a', 'unq_CSD-BAJQUA-01-b')","('C12H17N4O1', 'C34H25N1O2P2', 'C8H11Si1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
320,True,55.0,IKOJIXUR,C42H33F2N5O4Pd1S6,optimized,"('unq_CSD-LULMUA-03-a', 'unq_CSD-GIGWIC-02-a', 'unq_CSD-UDALAP-01-a')","('C19H15N3', 'C11H10N1S4', 'C12H8F2N1O4S2')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
321,False,,,C44H46Br1N7O7Pd1S2,clashing ligands,"('unq_CSD-UHILAY01-03-a', 'unq_CSD-ZOMJUI-02-a', 'unq_CSD-ZUCKUG-01-c')","('C27H23N3O4S2', 'C11H15Br1N2O2', 'C6H8N2O1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
322,True,56.0,OHOYOHIY,C58H50N6O7Pd1,optimized,"('unq_CSD-SACXEA-03-a', 'unq_CSD-OQIZOF-02-a', 'unq_CSD-WEGVOW-01-c')","('C15H13N4O2', 'C18H17O5', 'C25H20N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
323,False,,,C60H39B1F2N12O1Pd1,non-planar tridentate,"('unq_CSD-BILQUJ-03-a', 'unq_CSD-ICAREN-02-b', 'unq_CSD-DAFLIG-01-b')","('C18H13B1N9', 'C28H16F2N1O1', 'C14H10N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
324,False,,,C21H28N6O9Pd1S1,non-planar tridentate,"('unq_CSD-LOQXAQ-03-a', 'unq_CSD-HICRIW-02-a', 'unq_CSD-HAKXUM-01-a')","('C9H11O6', 'C4H8N2O1', 'C8H9N4O2S1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
325,False,,,C33H32Br1N5O3Pd1S3,non-planar tridentate,"('unq_CSD-CACBIR-03-a', 'unq_CSD-CIYNOQ-02-a', 'unq_CSD-MUBYAM-01-a')","('C6H14N2S1', 'C14H9Br1N1S1', 'C13H9N2O3S1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
326,False,,,C56H42F4N6O4P2Pd1S4,non-planar tridentate,"('unq_CSD-OBEXOL-03-a', 'unq_CSD-TOLBAA-02-a', 'unq_CSD-YENFAZ-01-b')","('C26H21N1O1P1S2', 'C11H11N4O3S1', 'C19H10F4N1P1S1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
327,False,,,C43H36Cl2N8O4Pd1S1,non-planar tridentate,"('unq_CSD-BUDHAK-03-a', 'unq_CSD-CEKYUO-02-a', 'unq_CSD-EMEREU-01-a')","('C12H15Cl2N2O1', 'C22H14N6', 'C9H7O3S1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
328,True,57.0,MUBARAGI,C30H32Br2N8O6Pd1,optimized,"('unq_CSD-EKACOJ-03-a', 'unq_CSD-ELICOU-02-a', 'unq_CSD-ZEYGOB-01-a')","('C12H15Br1N3O2', 'C10H7Br1N2', 'C8H10N3O4')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
329,False,,,C58H78N3P3Pd1S2Si1,clashing ligands,"('unq_CSD-VUGCUX-03-a', 'unq_CSD-TINHAZ-02-a', 'unq_CSD-CABTIJ-01-a')","('C20H35N1P1', 'C33H33N1P2Si1', 'C5H10N1S2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
330,False,,,C44H57N11O2Pd1Si2,clashing ligands,"('unq_CSD-WAHNOK-03-a', 'unq_CSD-NADYUO-02-a', 'unq_CSD-RUZLAB-01-d')","('C17H11N5O2', 'C15H27N2Si2', 'C12H19N4')","(-2.0, -1.0, 1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
331,False,,,C58H77N6O2P1Pd1S2,non-planar tridentate,"('unq_CSD-CADNUU-03-a', 'unq_CSD-NAMGAM-02-a', 'unq_CSD-NIJDAO-01-b')","('C22H32N4', 'C14H14N1O2S2', 'C22H31N1P1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
332,False,,,C62H53N4O4P1Pd1,clashing ligands,"('unq_CSD-RODWIS-03-a', 'unq_CSD-DIFSIX-02-a', 'unq_CSD-PUNKEP-01-b')","('C15H10N3O1', 'C31H28O2P1', 'C16H15N1O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
333,False,,,C55H73Al1N7O1P3Pd1S1,clashing ligands,"('unq_CSD-BATBEH-03-a', 'unq_CSD-GASKOC-02-b', 'unq_CSD-NASGUK-01-b')","('C35H53Al1N2P2', 'C5H3N1S1', 'C15H17N4O1P1')","(0.0, -2.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
334,False,,,C56H45Br2N8O5P1Pd1,clashing ligands,"('unq_CSD-TIYQIC-03-a', 'unq_CSD-PANJIA-02-a', 'unq_CSD-QOCLAW-01-b')","('C20H10Br2N2O4', 'C26H26N1P1', 'C10H9N5O1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
335,False,,,C51H61As1N6O3Pd1S1,clashing ligands,"('unq_CSD-KEGPIZ-03-a', 'unq_CSD-GAPBOO-02-a', 'unq_CSD-SIRSIW-01-c')","('C24H24N3', 'C11H16As1O2S1', 'C16H21N3O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
336,False,,,C51H55B1N6O14Pd1,clashing ligands,"('unq_CSD-MIJLUO-03-a', 'unq_CSD-AXOJII-02-a', 'unq_CSD-WICBUH-01-a')","('C22H31N5', 'C17H12N1', 'C12H12B1O14')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
337,False,,,C66H63N6O2P1Pd1,clashing ligands,"('unq_CSD-OQEGAV-03-a', 'unq_CSD-PEJGUG-02-a', 'unq_CSD-PUBJUR-01-b')","('C11H11N3O1', 'C31H22N1P1', 'C24H30N2O1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
338,False,,,C38H46N2O3Pd1,clashing ligands,"('unq_CSD-YOVMEB-03-a', 'unq_CSD-EZOGIK-02-a', 'unq_CSD-MIHVIL-01-a')","('C12H17', 'C19H20N1O1', 'C7H9N1O2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
339,False,,,C55H47N3O5P2Pd1,clashing ligands,"('unq_CSD-DOQTEJ-03-a', 'unq_CSD-PIDRUQ-02-a', 'unq_CSD-EWAMAQ-01-b')","('C42H31O2P2', 'C3H10N2', 'C10H6N1O3')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
340,False,,,C49H50N8O5Pd1S1,clashing ligands,"('unq_CSD-KUGWUG-03-a', 'unq_CSD-OGEJOZ-02-a', 'unq_CSD-WICWAI-01-d')","('C28H35N3O4', 'C10H7N2O1S1', 'C11H8N3')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
